SIMULATION PARAMETERS:
n = 27
m = 48
p = 6
resource_noise_scale = 0.27777776
q = 0.0
E_C = 0.0
P_HF = 0.5
R_t = 0.0
SIMULATION DATA:
t	NATION 0 S	NATION 0 R	NATION 0 A_BAR	NATION 0 ACTION	NATION 1 S	NATION 1 R	NATION 1 A_BAR	NATION 1 ACTION	NATION 2 S	NATION 2 R	NATION 2 A_BAR	NATION 2 ACTION	NATION 3 S	NATION 3 R	NATION 3 A_BAR	NATION 3 ACTION	NATION 4 S	NATION 4 R	NATION 4 A_BAR	NATION 4 ACTION	NATION 5 S	NATION 5 R	NATION 5 A_BAR	NATION 5 ACTION	
125	125	35.26296	6.951613	Colonize	125	48.003155	6.951613	Colonize	125	27.67722	6.935484	Colonize	125	24.514965	6.967742	Colonize	125	34.78165	6.879032	Colonize	125	29.133818	6.806452	Colonize	
126	126	35.361958	6.944	Colonize	126	48.22735	6.96	Colonize	126	27.800362	6.944	Colonize	126	24.827354	6.976	Colonize	126	34.985966	6.872	Colonize	126	29.290958	6.816	Colonize	
127	127	35.47969	6.968254	Colonize	127	48.414696	6.968254	Colonize	127	27.885448	6.952381	Colonize	127	25.171043	6.984127	Colonize	127	35.15323	6.8809524	Contest	127	29.492758	6.825397	Colonize	
128	128	35.566734	6.96063	Colonize	128	48.600643	6.976378	Colonize	128	27.970642	6.96063	Colonize	128	25.426722	6.96063	Colonize	128	35.199394	6.889764	Contest	128	29.604927	6.8188977	Colonize	
129	129	35.68418	6.984375	Colonize	129	48.780357	6.984375	Colonize	129	28.048119	6.96875	Colonize	129	25.667883	6.96875	Colonize	129	35.453552	6.8828125	Contest	129	29.713049	6.828125	Colonize	
130	130	35.774864	6.976744	Colonize	130	48.95873	6.992248	Colonize	130	28.067867	6.976744	Colonize	130	25.888763	6.976744	Colonize	130	35.77606	6.875969	Colonize	130	29.826687	6.837209	Colonize	
131	131	35.862164	6.9846153	Colonize	131	49.076694	7.0	Colonize	131	28.144798	6.9846153	Colonize	131	26.088858	6.9846153	Colonize	131	35.9095	6.8846154	Contest	131	29.940308	6.8461537	Colonize	
132	132	36.028778	6.9770994	Colonize	132	49.231697	7.0076337	Colonize	132	28.370197	6.9770994	Colonize	132	26.328964	6.9923663	Colonize	132	36.072742	6.8778625	Contest	132	30.024885	6.854962	Colonize	
133	133	36.175312	6.969697	Colonize	133	49.346905	7.0	Colonize	133	28.57732	6.9545455	Colonize	133	26.598179	7.0	Colonize	133	36.296806	6.871212	Colonize	133	30.1228	6.8636365	Colonize	
134	134	36.296085	6.9774437	Colonize	134	49.61957	6.992481	Colonize	134	28.757277	6.962406	Colonize	134	26.901752	7.007519	Colonize	134	36.51397	6.8646617	Colonize	134	30.16057	6.8721805	Colonize	
135	135	36.40094	6.9850745	Colonize	135	49.84116	6.9850745	Colonize	135	28.940285	6.970149	Colonize	135	27.143843	7.0149255	Colonize	135	36.70733	6.858209	Colonize	135	30.418512	6.8656716	Colonize	
136	136	36.49502	6.992593	Colonize	136	50.058495	6.992593	Colonize	136	29.10729	6.977778	Colonize	136	27.312628	7.022222	Colonize	136	36.814205	6.866667	Colonize	136	30.639801	6.859259	Colonize	
137	137	36.562042	7.0	Colonize	137	50.273884	7.0	Colonize	137	29.275208	6.9852943	Colonize	137	27.490005	7.029412	Colonize	137	36.885506	6.875	Colonize	137	30.78533	6.852941	Colonize	
138	138	36.62474	7.0072994	Colonize	138	50.416607	7.0072994	Colonize	138	29.363842	6.9927006	Colonize	138	27.802437	7.021898	Colonize	138	36.93932	6.8832116	Colonize	138	30.983522	6.875912	Colonize	
139	139	36.703835	7.014493	Colonize	139	50.550518	7.014493	Colonize	139	29.470894	7.0	Colonize	139	28.077164	7.014493	Colonize	139	37.04031	6.8913045	Colonize	139	31.142817	6.884058	Colonize	
140	140	36.798214	7.0215826	Colonize	140	50.63424	7.007194	Colonize	140	29.595575	7.007194	Colonize	140	28.323116	7.007194	Colonize	140	37.12495	6.8992805	Contest	140	31.305725	6.8920865	Colonize	
141	141	36.823	7.0142856	Colonize	141	50.721798	7.0142856	Colonize	141	29.71972	7.0142856	Colonize	141	28.502483	7.0142856	Colonize	141	37.333633	6.9071426	Colonize	141	31.454115	6.9	Colonize	
142	142	36.93799	7.007092	Colonize	142	50.88529	7.0212765	Colonize	142	29.778048	7.0212765	Colonize	142	28.694672	7.0212765	Colonize	142	37.508366	6.8865247	Colonize	142	31.598722	6.9078016	Colonize	
143	143	36.996273	6.9859157	Colonize	143	51.054157	7.028169	Colonize	143	29.809141	7.028169	Colonize	143	28.971472	7.028169	Colonize	143	37.675602	6.8943663	Colonize	143	31.697538	6.915493	Colonize	
144	144	37.05279	6.993007	Colonize	144	51.239357	7.034965	Colonize	144	29.877548	7.034965	Colonize	144	29.121895	7.034965	Colonize	144	37.757114	6.9020977	Colonize	144	31.784641	6.923077	Colonize	
145	145	37.144264	7.0	Colonize	145	51.47702	7.0277777	Colonize	145	30.142746	7.0277777	Colonize	145	29.290457	7.0416665	Colonize	145	37.81582	6.9097223	Colonize	145	31.869017	6.9166665	Colonize	
146	146	37.226215	7.0068965	Colonize	146	51.694084	7.0068965	Colonize	146	30.227314	7.0068965	Colonize	146	29.603743	7.048276	Colonize	146	37.8588	6.9172416	Colonize	146	31.995363	6.924138	Colonize	
147	147	37.31778	7.0136986	Colonize	147	51.848133	7.0136986	Colonize	147	30.273014	7.0136986	Colonize	147	29.916945	7.0410957	Colonize	147	37.952744	6.9246573	Colonize	147	32.0955	6.9315066	Colonize	
148	148	37.40009	7.020408	Colonize	148	51.95087	7.020408	Colonize	148	30.328415	7.020408	Colonize	148	30.144228	7.047619	Colonize	148	38.028988	6.931973	Contest	148	32.185806	6.9387755	Colonize	
149	149	37.433308	7.027027	Colonize	149	52.03707	7.027027	Colonize	149	30.395798	7.027027	Colonize	149	30.354897	7.0405407	Colonize	149	38.213753	6.925676	Colonize	149	32.229584	6.9459457	Colonize	
150	150	37.46669	7.033557	Colonize	150	52.135056	7.033557	Colonize	150	30.471237	7.033557	Colonize	150	30.492813	7.04698	Colonize	150	38.366604	6.919463	Colonize	150	32.371075	6.95302	Colonize	
151	151	37.710205	7.04	Contest	151	52.225864	7.04	Colonize	151	30.552568	7.04	Colonize	151	30.662676	7.0533333	Colonize	151	38.495052	6.9266667	Colonize	151	32.612675	6.96	Colonize	
152	152	37.917133	7.0331125	Contest	152	52.445446	7.0463576	Colonize	152	30.62198	7.0463576	Colonize	152	30.787489	7.0596027	Colonize	152	38.6055	6.92053	Colonize	152	32.846523	6.9536424	Colonize	
153	153	38.08614	7.0263157	Contest	153	52.582382	7.0526314	Colonize	153	30.733559	7.0526314	Colonize	153	30.948626	7.0657897	Colonize	153	38.662426	6.9276314	Colonize	153	33.04757	6.9605265	Colonize	
154	154	38.21868	7.0457516	Contest	154	52.682873	7.0588236	Colonize	154	30.86098	7.0588236	Colonize	154	31.232292	7.0588236	Colonize	154	38.721706	6.9346404	Colonize	154	33.26868	6.9673204	Colonize	
155	155	38.451965	7.051948	Contest	155	52.841557	7.064935	Colonize	155	31.195974	7.064935	Colonize	155	31.448982	7.038961	Colonize	155	38.71901	6.9415584	Contest	155	33.460957	6.974026	Colonize	
156	156	38.557716	7.032258	Contest	156	53.140545	7.0580645	Colonize	156	31.496826	7.0451612	Colonize	156	31.600063	7.0451612	Colonize	156	38.731274	6.948387	Contest	156	33.596973	6.980645	Colonize	
157	157	38.689552	7.0384617	Contest	157	53.335464	7.0384617	Colonize	157	31.584967	7.0384617	Colonize	157	31.746517	7.051282	Colonize	157	38.907696	6.9423075	Colonize	157	33.685352	6.9871793	Colonize	
158	158	38.787804	7.044586	Contest	158	53.42593	7.044586	Colonize	158	31.613272	7.044586	Colonize	158	31.840263	7.057325	Colonize	158	39.032906	6.923567	Colonize	158	33.81422	6.9936304	Colonize	
159	159	38.90288	7.050633	Contest	159	53.49521	7.050633	Colonize	159	31.663462	7.050633	Colonize	159	31.967607	7.063291	Colonize	159	39.119972	6.9177217	Colonize	159	33.93538	7.0	Colonize	
160	160	39.002598	7.056604	Contest	160	53.542976	7.056604	Colonize	160	31.833628	7.056604	Colonize	160	32.084946	7.0691824	Colonize	160	39.26334	6.937107	Colonize	160	34.138367	7.0062895	Colonize	
161	161	39.055206	7.0625	Contest	161	53.58561	7.0625	Colonize	161	31.959478	7.0625	Colonize	161	32.21319	7.075	Colonize	161	39.380943	6.94375	Colonize	161	34.360413	7.0125	Colonize	
162	162	39.08629	7.068323	Contest	162	53.634857	7.068323	Colonize	162	32.073654	7.068323	Colonize	162	32.348236	7.080745	Colonize	162	39.504486	6.9503107	Colonize	162	34.527176	7.0186334	Colonize	
163	163	39.116066	7.0740743	Contest	163	53.807487	7.0740743	Colonize	163	32.15399	7.0740743	Colonize	163	32.456425	7.0864196	Colonize	163	39.507797	6.95679	Contest	163	34.66287	7.0246916	Colonize	
164	164	39.137695	7.0920243	Contest	164	53.94916	7.079755	Colonize	164	32.287586	7.079755	Colonize	164	32.590027	7.0920243	Colonize	164	39.663822	6.96319	Colonize	164	34.73202	7.030675	Contest	
165	165	39.205635	7.097561	Colonize	165	54.052765	7.085366	Colonize	165	32.487297	7.085366	Colonize	165	32.75684	7.097561	Colonize	165	39.81976	6.957317	Colonize	165	35.14721	7.02439	Colonize	
166	166	39.218273	7.090909	Colonize	166	54.221863	7.090909	Colonize	166	32.66547	7.090909	Colonize	166	32.87604	7.10303	Colonize	166	39.97219	6.9636364	Colonize	166	35.45623	7.018182	Colonize	
167	167	39.329548	7.084337	Colonize	167	54.54673	7.084337	Colonize	167	32.839993	7.0963855	Colonize	167	33.223198	7.0963855	Colonize	167	40.056282	6.9698796	Colonize	167	35.75535	7.0240965	Contest	
168	168	39.418373	7.077844	Colonize	168	54.782143	7.0658684	Colonize	168	33.075203	7.1017966	Colonize	168	33.55108	7.077844	Colonize	168	40.17663	6.976048	Colonize	168	36.011833	7.017964	Colonize	
169	169	39.49813	7.071429	Colonize	169	54.901608	7.071429	Colonize	169	33.288536	7.107143	Colonize	169	33.76467	7.0833335	Colonize	169	40.229504	6.970238	Contest	169	36.215706	7.0238094	Colonize	
170	170	39.652443	7.076923	Colonize	170	55.003017	7.076923	Colonize	170	33.56244	7.1005917	Colonize	170	33.85844	7.0887575	Colonize	170	40.28571	6.976331	Contest	170	36.393085	7.029586	Colonize	
171	171	39.757496	7.070588	Colonize	171	55.093933	7.082353	Colonize	171	33.790913	7.0941176	Colonize	171	33.92179	7.0941176	Colonize	171	40.49218	6.970588	Colonize	171	36.51733	7.035294	Colonize	
172	172	39.8413	7.0643277	Colonize	172	55.131195	7.0877194	Colonize	172	33.977257	7.0994153	Colonize	172	34.030003	7.0994153	Colonize	172	40.626835	6.9649124	Colonize	172	36.635456	7.0409355	Colonize	
173	173	39.888496	7.0581393	Colonize	173	55.1782	7.0930233	Colonize	173	34.12555	7.104651	Colonize	173	34.16505	7.104651	Colonize	173	40.71755	6.97093	Colonize	173	36.835392	7.0465117	Colonize	
174	174	39.969193	7.0751443	Colonize	174	55.326145	7.098266	Colonize	174	34.299217	7.1098266	Colonize	174	34.256138	7.1098266	Colonize	174	40.781193	6.9768786	Colonize	174	37.08442	7.052023	Colonize	
175	175	40.073544	7.0804596	Colonize	175	55.481594	7.1034484	Colonize	175	34.51837	7.1149426	Colonize	175	34.33813	7.1149426	Colonize	175	40.933594	6.9827585	Colonize	175	37.46024	7.0574713	Colonize	
176	176	40.149178	7.0857143	Colonize	176	55.620766	7.1085715	Colonize	176	34.692245	7.12	Colonize	176	34.454346	7.12	Colonize	176	41.047646	6.977143	Contest	176	37.837498	7.062857	Colonize	
177	177	40.20018	7.090909	Colonize	177	55.774815	7.1136365	Colonize	177	34.85443	7.125	Colonize	177	34.57978	7.125	Colonize	177	41.239845	6.9829545	Contest	177	37.981373	7.068182	Contest	
178	178	40.27626	7.096045	Colonize	178	56.174328	7.1073446	Colonize	178	35.04322	7.1299434	Colonize	178	34.665363	7.1299434	Colonize	178	41.37514	6.9774013	Colonize	178	38.445385	7.0734463	Colonize	
179	179	40.351017	7.101124	Colonize	179	56.568092	7.101124	Colonize	179	35.23332	7.1348314	Colonize	179	34.80792	7.1348314	Colonize	179	41.47814	6.9606743	Colonize	179	38.855366	7.0674157	Colonize	
180	180	40.40622	7.1061454	Colonize	180	56.79594	7.094972	Colonize	180	35.349228	7.1284914	Colonize	180	35.168888	7.1284914	Colonize	180	41.53694	6.9553075	Colonize	180	39.18481	7.0726256	Colonize	
181	181	40.45652	7.1	Colonize	181	56.84759	7.1	Contest	181	35.49362	7.133333	Colonize	181	35.499157	7.111111	Colonize	181	41.567123	6.9722223	Contest	181	39.38595	7.077778	Colonize	
182	182	40.510384	7.116022	Colonize	182	56.87247	7.1049724	Contest	182	35.596848	7.1381216	Colonize	182	35.691643	7.116022	Colonize	182	41.740658	6.9779005	Contest	182	39.456974	7.082873	Colonize	
183	183	40.548435	7.120879	Colonize	183	56.85076	7.10989	Contest	183	35.73458	7.142857	Colonize	183	35.769455	7.120879	Colonize	183	41.890987	6.9835167	Colonize	183	39.5357	7.087912	Colonize	
184	184	40.58752	7.125683	Colonize	184	56.83979	7.114754	Contest	184	36.12403	7.136612	Colonize	184	35.84433	7.125683	Colonize	184	42.03903	6.967213	Colonize	184	39.72251	7.092896	Colonize	
185	185	40.62318	7.119565	Colonize	185	56.98563	7.119565	Contest	185	36.49797	7.130435	Colonize	185	35.959515	7.130435	Colonize	185	42.140694	6.9619565	Colonize	185	39.909447	7.097826	Colonize	
186	186	40.689236	7.135135	Colonize	186	57.04806	7.1243243	Contest	186	36.775513	7.135135	Colonize	186	36.05917	7.135135	Colonize	186	42.24985	6.9783783	Contest	186	40.130283	7.1027026	Colonize	
187	187	40.810516	7.129032	Colonize	187	57.102406	7.129032	Contest	187	36.987034	7.139785	Colonize	187	36.10379	7.139785	Colonize	187	42.390926	6.983871	Colonize	187	40.399357	7.107527	Colonize	
188	188	40.842255	7.1122994	Colonize	188	57.133766	7.13369	Contest	188	37.15254	7.144385	Colonize	188	36.168167	7.144385	Colonize	188	42.524128	6.9786096	Colonize	188	40.79427	7.1122994	Colonize	
189	189	40.880333	7.12766	Contest	189	57.604218	7.12766	Colonize	189	37.381836	7.1489363	Colonize	189	36.32233	7.1489363	Colonize	189	42.6418	6.962766	Colonize	189	41.089634	7.117021	Contest	
190	190	41.073517	7.121693	Contest	190	58.022633	7.121693	Colonize	189	37.152058	7.153439	Colonize	190	36.44535	7.153439	Colonize	190	42.74684	6.978836	Contest	190	41.466064	7.111111	Colonize	
191	190	40.97475	7.105263	Contest	191	58.290104	7.1157894	Colonize	190	37.237602	7.164021	Colonize	191	36.53341	7.1578946	Colonize	191	42.893993	6.9736843	Colonize	191	41.70251	7.094737	Colonize	
192	190	40.875984	7.105263	Contest	192	58.32286	7.120419	Contest	191	37.25882	7.1684213	Colonize	192	36.975777	7.1623034	Colonize	192	43.020653	6.958115	Colonize	192	41.914146	7.0994763	Colonize	
193	190	40.777218	7.105263	Contest	193	58.804935	7.125	Colonize	192	37.29191	7.172775	Colonize	193	37.306404	7.1458335	Colonize	193	43.124683	6.953125	Colonize	193	42.125515	7.1041665	Colonize	
194	191	40.957115	7.105263	Contest	194	59.215496	7.1088085	Colonize	192	37.10978	7.1770835	Colonize	194	37.458263	7.150259	Colonize	194	43.26167	6.968912	Colonize	194	42.349857	7.1088085	Colonize	
195	192	41.13415	7.0994763	Contest	195	59.37985	7.113402	Contest	192	36.934845	7.1666665	Colonize	195	37.596706	7.1546392	Colonize	195	43.354614	6.953608	Colonize	195	42.52552	7.113402	Colonize	
196	192	41.035385	7.1145835	Contest	196	59.834206	7.1179485	Colonize	193	36.927517	7.1666665	Colonize	196	37.699455	7.158974	Colonize	196	43.403397	6.9384613	Colonize	196	42.61293	7.1179485	Colonize	
197	193	41.184525	7.1145835	Contest	197	60.216442	7.102041	Colonize	193	36.733288	7.1709843	Colonize	197	37.79674	7.163265	Colonize	197	43.47875	6.9540815	Contest	197	42.615646	7.122449	Contest	
198	193	41.08576	7.1088085	Contest	198	60.33803	7.106599	Contest	194	36.969013	7.150259	Colonize	197	37.648083	7.167513	Colonize	198	43.511875	6.9593906	Contest	198	42.635334	7.1269035	Contest	
199	194	41.207073	7.1088085	Contest	199	60.64935	7.1010103	Colonize	194	36.97351	7.14433	Colonize	197	37.454315	7.167513	Colonize	199	43.556625	6.9646463	Contest	199	42.921917	7.1313133	Colonize	
200	195	41.19029	7.123711	Contest	200	60.9154	7.0954776	Colonize	195	37.257805	7.1546392	Colonize	197	37.73813	7.1573606	Colonize	200	43.552925	6.959799	Contest	200	43.162205	7.125628	Colonize	
201	196	41.351295	7.1282053	Contest	201	61.037193	7.09	Contest	195	37.13357	7.158974	Colonize	197	37.78721	7.137056	Colonize	201	43.61483	6.965	Contest	201	43.380184	7.13	Colonize	
202	196	41.25253	7.132653	Contest	202	61.139736	7.084577	Colonize	196	37.260548	7.158974	Colonize	198	37.958267	7.137056	Colonize	201	43.516064	6.970149	Contest	202	43.559677	7.1343284	Colonize	
203	196	41.153763	7.132653	Contest	203	61.115803	7.069307	Contest	197	37.30447	7.163265	Colonize	198	37.94873	7.141414	Colonize	202	43.562782	6.970149	Contest	203	43.736607	7.1386137	Colonize	
204	196	41.054996	7.132653	Contest	204	61.0705	7.0738916	Contest	198	37.360123	7.167513	Colonize	199	38.05656	7.1313133	Colonize	202	43.464016	6.9653463	Contest	204	43.97976	7.142857	Colonize	
205	196	40.95623	7.132653	Contest	205	61.084133	7.0686274	Contest	199	37.380974	7.171717	Colonize	200	38.196777	7.1356783	Colonize	202	43.36525	6.9653463	Contest	205	44.132206	7.1372547	Colonize	
206	197	41.08961	7.132653	Contest	206	61.036297	7.0536585	Contest	199	37.20214	7.1758795	Colonize	201	38.590168	7.14	Colonize	202	43.266483	6.9653463	Contest	206	44.15641	7.1414633	Contest	
207	198	41.284443	7.137056	Contest	206	60.93753	7.0582523	Contest	199	36.96876	7.1758795	Colonize	202	38.878967	7.1343284	Colonize	202	43.167717	6.9653463	Contest	207	44.496212	7.145631	Colonize	
208	198	41.185677	7.1313133	Contest	206	60.838764	7.0582523	Contest	200	37.10232	7.165829	Colonize	203	39.151047	7.1386137	Colonize	202	43.06895	6.9653463	Contest	208	44.830017	7.1400967	Colonize	
209	198	41.08691	7.1313133	Contest	207	60.882553	7.0582523	Contest	201	37.229763	7.17	Colonize	203	39.243458	7.133005	Colonize	202	42.970184	6.9653463	Contest	209	45.07741	7.144231	Colonize	
210	199	41.232567	7.1313133	Contest	207	60.783787	7.062802	Contest	201	36.98786	7.1641793	Colonize	203	39.337753	7.133005	Colonize	203	42.91907	6.9653463	Contest	210	45.29872	7.1483254	Colonize	
211	199	41.1338	7.1356783	Contest	207	60.68502	7.062802	Contest	202	36.992622	7.1641793	Colonize	203	39.473232	7.142857	Colonize	204	42.875965	6.9802957	Contest	211	45.470398	7.152381	Colonize	
212	199	41.035034	7.1356783	Contest	208	60.705456	7.062802	Contest	203	37.30574	7.158416	Colonize	201	39.049526	7.133005	Null	205	42.88417	6.9852943	Contest	212	45.633945	7.1563983	Colonize	
213	200	41.16257	7.1356783	Contest	209	60.833973	7.0673075	Contest	203	37.388325	7.1527095	Colonize	200	38.62471	7.124378	Null	205	42.785404	6.990244	Contest	213	45.745564	7.1509433	Colonize	
214	200	41.063805	7.13	Contest	210	61.04841	7.07177	Contest	204	37.63527	7.142857	Colonize	198	38.04011	7.12	Null	206	42.7605	6.990244	Contest	214	45.69367	7.1549296	Contest	
215	201	41.33808	7.13	Contest	211	61.262928	7.0761905	Contest	204	37.43427	7.147059	Colonize	197	37.529293	7.1010103	Null	206	42.661736	6.985437	Contest	215	46.025497	7.149533	Colonize	
216	202	41.486336	7.1044774	Contest	212	61.37483	7.080569	Contest	204	37.318462	7.117647	Colonize	196	37.121094	7.0964465	Null	206	42.56297	6.985437	Contest	216	46.355927	7.144186	Colonize	
217	202	41.38757	7.09901	Contest	213	61.45284	7.0849056	Contest	205	37.417656	7.107843	Colonize	195	36.97098	7.091837	Null	207	42.51555	6.985437	Contest	217	46.679283	7.138889	Colonize	
218	203	41.6774	7.09901	Contest	214	61.487232	7.079812	Contest	205	37.06823	7.112195	Colonize	194	36.81853	7.097436	Null	208	42.470467	7.0	Contest	218	46.93784	7.152074	Colonize	
219	204	41.951813	7.083744	Contest	215	61.493717	7.084112	Contest	205	36.769505	7.092683	Colonize	193	36.561954	7.0927835	Null	209	42.52951	7.0048075	Contest	219	47.119316	7.1559634	Colonize	
220	205	42.214386	7.0686274	Contest	216	61.513474	7.088372	Contest	205	36.458843	7.0731707	Colonize	192	36.358242	7.088083	Null	210	42.53569	7.009569	Contest	220	47.354053	7.159817	Colonize	
221	205	42.11562	7.0634146	Contest	217	61.58915	7.0925927	Contest	206	36.493717	7.0634146	Colonize	191	36.20598	7.0729165	Null	211	42.49042	7.0047617	Contest	221	47.466858	7.1545453	Colonize	
222	205	42.016853	7.0634146	Contest	218	61.57808	7.096774	Contest	207	36.592144	7.067961	Colonize	191	36.107212	7.078534	Null	211	42.391655	7.018957	Contest	222	47.422127	7.158371	Contest	
223	205	41.918087	7.0634146	Contest	219	61.547523	7.091743	Contest	208	36.69589	7.072464	Colonize	191	36.008446	7.078534	Null	211	42.29289	7.018957	Contest	223	47.677574	7.153153	Contest	
224	206	42.231937	7.0634146	Contest	220	61.531967	7.0958905	Contest	208	36.43423	7.076923	Colonize	191	35.90968	7.078534	Null	211	42.194122	7.018957	Contest	224	47.88238	7.147982	Contest	
225	206	42.13317	7.0485435	Contest	221	61.5196	7.1	Contest	209	36.461014	7.048077	Colonize	190	35.67243	7.078534	Null	212	42.23384	7.018957	Contest	225	48.019684	7.151786	Contest	
226	206	42.034405	7.0485435	Contest	222	61.569027	7.1040726	Contest	209	36.362247	7.043062	Null	189	35.4345	7.073684	Null	213	42.274235	7.023585	Contest	226	48.09094	7.1555557	Contest	
227	206	41.93564	7.0485435	Contest	223	61.610035	7.108108	Contest	209	36.26348	7.043062	Null	188	35.237648	7.0634923	Null	214	42.273556	7.028169	Contest	227	48.192562	7.159292	Contest	
228	207	42.188396	7.0485435	Contest	223	61.51127	7.103139	Contest	208	35.714424	7.043062	Null	188	35.13888	7.069149	Null	214	42.17479	7.042056	Contest	227	48.093796	7.154185	Contest	
229	208	42.490494	7.0434785	Contest	223	61.412502	7.103139	Contest	207	35.116028	7.0288463	Null	188	35.040115	7.069149	Null	214	42.17479	7.042056	Null	227	47.99503	7.154185	Contest	
230	208	42.391727	7.0288463	Contest	223	61.313736	7.103139	Contest	207	34.918495	7.0	Null	188	34.94135	7.069149	Null	214	42.17479	7.042056	Null	227	47.896263	7.154185	Contest	
231	209	43.29296	7.0288463	Contest	224	61.352886	7.103139	Contest	206	33.720963	7.0	Null	187	34.704666	7.069149	Null	214	42.17479	7.042056	Null	227	47.797497	7.154185	Contest	
232	210	43.57459	7.0047846	Contest	225	61.551323	7.098214	Contest	204	32.80804	6.9660196	Null	187	34.704666	7.0641713	Null	214	42.17479	7.042056	Null	228	48.033726	7.154185	Contest	
233	210	43.475822	7.009524	Contest	226	61.724144	7.0933332	Contest	204	32.709274	6.9607844	Null	187	34.704666	7.0641713	Null	214	42.17479	7.042056	Null	229	48.05945	7.1578946	Contest	
234	211	43.581085	7.009524	Contest	227	61.88326	7.0973454	Contest	203	32.40648	6.9607844	Null	187	34.704666	7.0641713	Null	214	42.17479	7.042056	Null	230	48.041523	7.161572	Contest	
235	212	43.66825	7.014218	Contest	228	61.99567	7.1013217	Contest	202	32.12178	6.955665	Null	187	34.704666	7.0641713	Null	214	42.17479	7.042056	Null	231	47.995075	7.1652174	Contest	
236	212	43.569485	7.037736	Contest	229	62.114964	7.105263	Contest	202	32.023014	6.970297	Null	187	34.704666	7.0641713	Null	214	42.17479	7.042056	Null	232	47.936073	7.1688313	Contest	
237	213	43.725163	7.037736	Contest	230	62.227	7.1091704	Contest	201	31.669804	6.970297	Null	187	34.704666	7.0641713	Null	214	42.17479	7.042056	Null	233	47.963608	7.172414	Contest	
238	214	43.709007	7.0422535	Contest	231	62.246258	7.1130433	Contest	201	31.669804	6.965174	Null	187	34.704666	7.0641713	Null	214	42.17479	7.042056	Null	234	48.0685	7.175966	Contest	
239	215	43.850403	7.046729	Contest	232	62.399406	7.1168833	Contest	200	31.330875	6.965174	Null	187	34.704666	7.0641713	Null	214	42.17479	7.042056	Null	235	48.182507	7.179487	Contest	
240	216	44.014458	7.0604653	Contest	233	62.578487	7.12069	Contest	199	30.969288	6.97	Null	187	34.704666	7.0641713	Null	214	42.17479	7.042056	Null	236	48.205	7.1829786	Contest	
241	217	44.148857	7.0555553	Contest	234	62.66586	7.1244636	Contest	198	30.637354	6.954774	Null	187	34.704666	7.0641713	Null	214	42.17479	7.042056	Null	237	48.177998	7.1864405	Contest	
242	217	44.05009	7.059908	Contest	235	62.722343	7.1282053	Contest	198	30.538588	6.9444447	Null	187	34.704666	7.0641713	Null	214	42.076023	7.042056	Null	237	48.07923	7.1814346	Contest	
243	218	44.18424	7.059908	Contest	236	62.727234	7.131915	Contest	197	30.206907	6.9444447	Null	187	34.704666	7.0641713	Null	214	41.977257	7.042056	Null	237	47.980465	7.1814346	Contest	
244	218	44.085472	7.06422	Contest	237	62.71497	7.1355934	Contest	197	30.10814	6.9390864	Null	187	34.704666	7.0641713	Null	214	41.87849	7.042056	Null	237	47.8817	7.1814346	Contest	
245	218	43.986706	7.06422	Contest	238	62.715057	7.1392407	Contest	197	30.009375	6.9390864	Null	187	34.704666	7.0641713	Null	214	41.779724	7.042056	Null	237	47.782932	7.1814346	Contest	
246	218	43.88794	7.06422	Contest	239	62.712692	7.142857	Contest	197	29.910608	6.9390864	Null	187	34.704666	7.0641713	Null	214	41.680958	7.042056	Null	237	47.684166	7.1814346	Contest	
247	218	43.789173	7.06422	Contest	240	62.731045	7.1464434	Contest	197	29.811842	6.9390864	Null	187	34.704666	7.0641713	Null	213	41.30989	7.042056	Null	238	47.8577	7.1814346	Contest	
248	219	43.88025	7.06422	Contest	241	62.729923	7.15	Contest	196	29.523235	6.9390864	Null	187	34.704666	7.0641713	Null	213	41.211124	7.028169	Null	238	47.758934	7.1764708	Contest	
249	219	43.781483	7.0684934	Contest	242	62.713657	7.153527	Contest	196	29.424469	6.9336734	Null	187	34.704666	7.0641713	Null	212	40.89954	7.028169	Null	239	47.872986	7.1764708	Contest	
250	220	43.863716	7.0684934	Contest	243	62.78475	7.1487603	Contest	195	29.144701	6.9336734	Null	186	34.43604	7.0641713	Null	212	40.800774	7.023585	Null	239	47.77422	7.1799164	Contest	
251	220	43.76495	7.072727	Contest	243	62.685986	7.144033	Contest	195	29.045935	6.928205	Null	186	34.337273	7.0591397	Null	211	40.495537	7.023585	Null	240	47.881924	7.1799164	Contest	
252	220	43.666183	7.072727	Contest	244	62.675278	7.144033	Contest	195	28.947168	6.928205	Null	185	34.150448	7.0591397	Null	210	40.222652	7.0094786	Null	241	47.957275	7.175	Contest	
253	221	43.781456	7.072727	Contest	244	62.57651	7.155738	Contest	194	28.634365	6.928205	Null	185	34.05168	7.0648646	Null	209	39.92008	7.0047617	Null	242	48.062317	7.1784234	Contest	
254	222	43.925858	7.076923	Contest	245	62.600765	7.155738	Contest	193	28.29243	6.9226804	Null	184	33.829895	7.0648646	Null	208	39.613388	7.0	Null	243	48.171474	7.181818	Contest	
255	222	43.82709	7.063063	Contest	245	62.502	7.1591835	Contest	193	28.29243	6.927461	Null	184	33.73113	7.0597825	Null	208	39.51462	6.9951925	Null	243	48.07271	7.185185	Contest	
